# Started logging at 2018-11-29T11:47:27.051759
time, face index, event
0, -1, wait
# Started logging at 2018-11-29T11:48:08.185427
# Started logging at 2018-11-29T11:48:08.185427
time, face index, event
time, face index, event
8, 102, with_face_lookup
8, 102, with_face_lookup
8, 26, with_face_lookup
8, 26, with_face_lookup
8, 26, with_face_lookup
8, 26, with_face_lookup
8, 26, with_face_lookup
8, 26, with_face_lookup
8, 2, with_face_lookup
8, 2, with_face_lookup
8, 2, with_face_lookup
8, 2, with_face_lookup
8, 2, with_face_lookup
8, 2, with_face_lookup
8, 145, with_face_lookup
8, 145, with_face_lookup
8, 145, with_face_lookup
8, 145, with_face_lookup
8, 145, with_face_lookup
8, 145, with_face_lookup
8, 20, with_face_lookup
8, 20, with_face_lookup
8, 20, with_face_lookup
8, 20, with_face_lookup
8, 20, with_face_lookup
8, 20, with_face_lookup
8, 146, with_face_lookup
8, 146, with_face_lookup
8, 146, with_face_lookup
8, 146, with_face_lookup
8, 146, with_face_lookup
8, 146, with_face_lookup
8, 103, with_face_lookup
8, 103, with_face_lookup
8, 103, with_face_lookup
8, 103, with_face_lookup
8, 103, with_face_lookup
8, 103, with_face_lookup
8, 83, with_face_lookup
8, 83, with_face_lookup
8, 83, with_face_lookup
8, 83, with_face_lookup
8, 83, with_face_lookup
8, 83, with_face_lookup
8, 22, with_face_lookup
8, 22, with_face_lookup
8, 22, with_face_lookup
8, 22, with_face_lookup
8, 22, with_face_lookup
8, 22, with_face_lookup
9, 24, with_face_lookup
9, 24, with_face_lookup
9, 24, with_face_lookup
9, 24, with_face_lookup
9, 24, with_face_lookup
9, 24, with_face_lookup
9, 22, with_face_lookup
9, 22, with_face_lookup
9, 22, with_face_lookup
9, 22, with_face_lookup
9, 22, with_face_lookup
9, 22, with_face_lookup
9, 25, with_face_lookup
9, 25, with_face_lookup
9, 25, with_face_lookup
9, 25, with_face_lookup
9, 25, with_face_lookup
9, 25, with_face_lookup
9, 83, with_face_lookup
9, 83, with_face_lookup
9, 83, with_face_lookup
9, 83, with_face_lookup
9, 83, with_face_lookup
9, 83, with_face_lookup
9, 103, with_face_lookup
9, 103, with_face_lookup
9, 103, with_face_lookup
9, 103, with_face_lookup
9, 103, with_face_lookup
9, 103, with_face_lookup
9, 2, with_face_lookup
9, 2, with_face_lookup
9, 2, with_face_lookup
9, 2, with_face_lookup
9, 2, with_face_lookup
9, 2, with_face_lookup
9, 11, with_face_lookup
9, 11, with_face_lookup
9, 11, with_face_lookup
9, 11, with_face_lookup
9, 11, with_face_lookup
9, 11, with_face_lookup
9, 21, with_face_lookup
9, 21, with_face_lookup
9, 21, with_face_lookup
9, 21, with_face_lookup
9, 21, with_face_lookup
9, 21, with_face_lookup
9, 20, with_face_lookup
9, 20, with_face_lookup
9, 20, with_face_lookup
9, 20, with_face_lookup
9, 20, with_face_lookup
9, 20, with_face_lookup
9, 146, with_face_lookup
9, 146, with_face_lookup
9, 146, with_face_lookup
9, 146, with_face_lookup
9, 146, with_face_lookup
9, 146, with_face_lookup
9, 40, with_face_lookup
9, 40, with_face_lookup
9, 40, with_face_lookup
9, 40, with_face_lookup
9, 40, with_face_lookup
9, 40, with_face_lookup
9, 102, with_face_lookup
9, 102, with_face_lookup
9, 102, with_face_lookup
9, 102, with_face_lookup
9, 102, with_face_lookup
9, 102, with_face_lookup
9, 12, with_face_lookup
9, 12, with_face_lookup
9, 12, with_face_lookup
9, 12, with_face_lookup
9, 12, with_face_lookup
9, 12, with_face_lookup
9, 167, with_face_lookup
9, 167, with_face_lookup
9, 167, with_face_lookup
9, 167, with_face_lookup
9, 167, with_face_lookup
9, 167, with_face_lookup
9, 145, with_face_lookup
9, 145, with_face_lookup
9, 145, with_face_lookup
9, 145, with_face_lookup
9, 145, with_face_lookup
9, 145, with_face_lookup
9, 26, with_face_lookup
9, 26, with_face_lookup
9, 26, with_face_lookup
9, 26, with_face_lookup
9, 26, with_face_lookup
9, 26, with_face_lookup
9, 147, with_face_lookup
9, 147, with_face_lookup
9, 147, with_face_lookup
9, 147, with_face_lookup
9, 147, with_face_lookup
9, 147, with_face_lookup
9, 10, with_face_lookup
9, 10, with_face_lookup
9, 10, with_face_lookup
9, 10, with_face_lookup
9, 10, with_face_lookup
9, 10, with_face_lookup
10, 146, with_face_lookup
10, 146, with_face_lookup
10, 146, with_face_lookup
10, 146, with_face_lookup
10, 146, with_face_lookup
10, 146, with_face_lookup
10, 10, with_face_lookup
10, 10, with_face_lookup
10, 10, with_face_lookup
10, 10, with_face_lookup
10, 10, with_face_lookup
10, 10, with_face_lookup
10, 11, with_face_lookup
10, 11, with_face_lookup
10, 11, with_face_lookup
10, 11, with_face_lookup
10, 11, with_face_lookup
10, 11, with_face_lookup
10, 21, with_face_lookup
10, 21, with_face_lookup
10, 21, with_face_lookup
10, 21, with_face_lookup
10, 21, with_face_lookup
10, 21, with_face_lookup
10, 167, with_face_lookup
10, 167, with_face_lookup
10, 167, with_face_lookup
10, 167, with_face_lookup
10, 167, with_face_lookup
10, 167, with_face_lookup
10, 102, with_face_lookup
10, 102, with_face_lookup
10, 102, with_face_lookup
10, 102, with_face_lookup
10, 102, with_face_lookup
10, 102, with_face_lookup
10, 22, with_face_lookup
10, 22, with_face_lookup
10, 22, with_face_lookup
10, 22, with_face_lookup
10, 22, with_face_lookup
10, 22, with_face_lookup
10, 24, with_face_lookup
10, 24, with_face_lookup
10, 24, with_face_lookup
10, 24, with_face_lookup
10, 24, with_face_lookup
10, 24, with_face_lookup
10, 2, with_face_lookup
10, 2, with_face_lookup
10, 2, with_face_lookup
10, 2, with_face_lookup
10, 2, with_face_lookup
10, 2, with_face_lookup
10, 25, with_face_lookup
10, 25, with_face_lookup
10, 25, with_face_lookup
10, 25, with_face_lookup
10, 25, with_face_lookup
10, 25, with_face_lookup
10, 147, with_face_lookup
10, 147, with_face_lookup
10, 147, with_face_lookup
10, 147, with_face_lookup
10, 147, with_face_lookup
10, 147, with_face_lookup
10, 40, with_face_lookup
10, 40, with_face_lookup
10, 40, with_face_lookup
10, 40, with_face_lookup
10, 40, with_face_lookup
10, 40, with_face_lookup
10, 20, with_face_lookup
10, 20, with_face_lookup
10, 20, with_face_lookup
10, 20, with_face_lookup
10, 20, with_face_lookup
10, 20, with_face_lookup
10, 83, with_face_lookup
10, 83, with_face_lookup
10, 83, with_face_lookup
10, 83, with_face_lookup
10, 83, with_face_lookup
10, 83, with_face_lookup
10, 103, with_face_lookup
10, 103, with_face_lookup
10, 103, with_face_lookup
10, 103, with_face_lookup
10, 103, with_face_lookup
10, 103, with_face_lookup
10, 145, with_face_lookup
10, 145, with_face_lookup
10, 145, with_face_lookup
10, 145, with_face_lookup
10, 145, with_face_lookup
10, 145, with_face_lookup
10, 26, with_face_lookup
10, 26, with_face_lookup
10, 26, with_face_lookup
10, 26, with_face_lookup
10, 26, with_face_lookup
10, 26, with_face_lookup
10, 12, with_face_lookup
10, 12, with_face_lookup
10, 12, with_face_lookup
10, 12, with_face_lookup
10, 12, with_face_lookup
10, 12, with_face_lookup
11, 83, with_face_lookup
11, 83, with_face_lookup
11, 83, with_face_lookup
11, 83, with_face_lookup
11, 83, with_face_lookup
11, 83, with_face_lookup
11, 167, with_face_lookup
11, 167, with_face_lookup
11, 167, with_face_lookup
11, 167, with_face_lookup
11, 167, with_face_lookup
11, 167, with_face_lookup
11, 11, with_face_lookup
11, 11, with_face_lookup
11, 11, with_face_lookup
11, 11, with_face_lookup
11, 11, with_face_lookup
11, 11, with_face_lookup
11, 147, with_face_lookup
11, 147, with_face_lookup
11, 147, with_face_lookup
11, 147, with_face_lookup
11, 147, with_face_lookup
11, 147, with_face_lookup
11, 40, with_face_lookup
11, 40, with_face_lookup
11, 40, with_face_lookup
11, 40, with_face_lookup
11, 40, with_face_lookup
11, 40, with_face_lookup
11, 22, with_face_lookup
11, 22, with_face_lookup
11, 22, with_face_lookup
11, 22, with_face_lookup
11, 22, with_face_lookup
11, 22, with_face_lookup
11, 10, with_face_lookup
11, 10, with_face_lookup
11, 10, with_face_lookup
11, 10, with_face_lookup
11, 10, with_face_lookup
11, 10, with_face_lookup
11, 103, with_face_lookup
11, 103, with_face_lookup
11, 103, with_face_lookup
11, 103, with_face_lookup
11, 103, with_face_lookup
11, 103, with_face_lookup
11, 24, with_face_lookup
11, 24, with_face_lookup
11, 24, with_face_lookup
11, 24, with_face_lookup
11, 24, with_face_lookup
11, 24, with_face_lookup
11, 12, with_face_lookup
11, 12, with_face_lookup
11, 12, with_face_lookup
11, 12, with_face_lookup
11, 12, with_face_lookup
11, 12, with_face_lookup
11, 26, with_face_lookup
11, 26, with_face_lookup
11, 26, with_face_lookup
11, 26, with_face_lookup
11, 26, with_face_lookup
11, 26, with_face_lookup
11, 2, with_face_lookup
11, 2, with_face_lookup
11, 2, with_face_lookup
11, 2, with_face_lookup
11, 2, with_face_lookup
11, 2, with_face_lookup
11, 20, with_face_lookup
11, 20, with_face_lookup
11, 20, with_face_lookup
11, 20, with_face_lookup
11, 20, with_face_lookup
11, 20, with_face_lookup
11, 145, with_face_lookup
11, 145, with_face_lookup
11, 145, with_face_lookup
11, 145, with_face_lookup
11, 145, with_face_lookup
11, 145, with_face_lookup
11, 102, with_face_lookup
11, 102, with_face_lookup
11, 102, with_face_lookup
11, 102, with_face_lookup
11, 102, with_face_lookup
11, 102, with_face_lookup
11, 21, with_face_lookup
11, 21, with_face_lookup
11, 21, with_face_lookup
11, 21, with_face_lookup
11, 21, with_face_lookup
11, 21, with_face_lookup
11, 146, with_face_lookup
11, 146, with_face_lookup
11, 146, with_face_lookup
11, 146, with_face_lookup
11, 146, with_face_lookup
11, 146, with_face_lookup
11, 25, with_face_lookup
11, 25, with_face_lookup
11, 25, with_face_lookup
11, 25, with_face_lookup
11, 25, with_face_lookup
11, 25, with_face_lookup
12, 21, with_face_lookup
12, 21, with_face_lookup
12, 21, with_face_lookup
12, 21, with_face_lookup
12, 21, with_face_lookup
12, 21, with_face_lookup
12, 146, with_face_lookup
12, 146, with_face_lookup
12, 146, with_face_lookup
12, 146, with_face_lookup
12, 146, with_face_lookup
12, 146, with_face_lookup
12, 26, with_face_lookup
12, 26, with_face_lookup
12, 26, with_face_lookup
12, 26, with_face_lookup
12, 26, with_face_lookup
12, 26, with_face_lookup
12, 2, with_face_lookup
12, 2, with_face_lookup
12, 2, with_face_lookup
12, 2, with_face_lookup
12, 2, with_face_lookup
12, 2, with_face_lookup
12, 12, with_face_lookup
12, 12, with_face_lookup
12, 12, with_face_lookup
12, 12, with_face_lookup
12, 12, with_face_lookup
12, 12, with_face_lookup
12, 10, with_face_lookup
12, 10, with_face_lookup
12, 10, with_face_lookup
12, 10, with_face_lookup
12, 10, with_face_lookup
12, 10, with_face_lookup
12, 147, with_face_lookup
12, 147, with_face_lookup
12, 147, with_face_lookup
12, 147, with_face_lookup
12, 147, with_face_lookup
12, 147, with_face_lookup
12, 22, with_face_lookup
12, 22, with_face_lookup
12, 22, with_face_lookup
12, 22, with_face_lookup
12, 22, with_face_lookup
12, 22, with_face_lookup
12, 11, with_face_lookup
12, 11, with_face_lookup
12, 11, with_face_lookup
12, 11, with_face_lookup
12, 11, with_face_lookup
12, 11, with_face_lookup
12, 25, with_face_lookup
12, 25, with_face_lookup
12, 25, with_face_lookup
12, 25, with_face_lookup
12, 25, with_face_lookup
12, 25, with_face_lookup
12, 24, with_face_lookup
12, 24, with_face_lookup
12, 24, with_face_lookup
12, 24, with_face_lookup
12, 24, with_face_lookup
12, 24, with_face_lookup
12, 102, with_face_lookup
12, 102, with_face_lookup
12, 102, with_face_lookup
12, 102, with_face_lookup
12, 102, with_face_lookup
12, 102, with_face_lookup
12, 83, with_face_lookup
12, 83, with_face_lookup
12, 83, with_face_lookup
12, 83, with_face_lookup
12, 83, with_face_lookup
12, 83, with_face_lookup
12, 145, with_face_lookup
12, 145, with_face_lookup
12, 145, with_face_lookup
12, 145, with_face_lookup
12, 145, with_face_lookup
12, 145, with_face_lookup
12, 103, with_face_lookup
12, 103, with_face_lookup
12, 103, with_face_lookup
12, 103, with_face_lookup
12, 103, with_face_lookup
12, 103, with_face_lookup
12, 167, with_face_lookup
12, 167, with_face_lookup
12, 167, with_face_lookup
12, 167, with_face_lookup
12, 167, with_face_lookup
12, 167, with_face_lookup
12, 20, with_face_lookup
12, 20, with_face_lookup
12, 20, with_face_lookup
12, 20, with_face_lookup
12, 20, with_face_lookup
12, 20, with_face_lookup
12, 40, with_face_lookup
12, 40, with_face_lookup
12, 40, with_face_lookup
12, 40, with_face_lookup
12, 40, with_face_lookup
12, 40, with_face_lookup
13, 40, with_face_lookup
13, 40, with_face_lookup
13, 40, with_face_lookup
13, 40, with_face_lookup
13, 40, with_face_lookup
13, 40, with_face_lookup
13, 25, with_face_lookup
13, 25, with_face_lookup
13, 25, with_face_lookup
13, 25, with_face_lookup
13, 25, with_face_lookup
13, 25, with_face_lookup
13, 24, with_face_lookup
13, 24, with_face_lookup
13, 24, with_face_lookup
13, 24, with_face_lookup
13, 24, with_face_lookup
13, 24, with_face_lookup
13, 102, with_face_lookup
13, 102, with_face_lookup
13, 102, with_face_lookup
13, 102, with_face_lookup
13, 102, with_face_lookup
13, 102, with_face_lookup
13, 167, with_face_lookup
13, 167, with_face_lookup
13, 167, with_face_lookup
13, 167, with_face_lookup
13, 167, with_face_lookup
13, 167, with_face_lookup
13, 10, with_face_lookup
13, 10, with_face_lookup
13, 10, with_face_lookup
13, 10, with_face_lookup
13, 10, with_face_lookup
13, 10, with_face_lookup
13, 145, with_face_lookup
13, 145, with_face_lookup
13, 145, with_face_lookup
13, 145, with_face_lookup
13, 145, with_face_lookup
13, 145, with_face_lookup
13, 12, with_face_lookup
13, 12, with_face_lookup
13, 12, with_face_lookup
13, 12, with_face_lookup
13, 12, with_face_lookup
13, 12, with_face_lookup
13, 20, with_face_lookup
13, 20, with_face_lookup
13, 20, with_face_lookup
13, 20, with_face_lookup
13, 20, with_face_lookup
13, 20, with_face_lookup
13, 11, with_face_lookup
13, 11, with_face_lookup
13, 11, with_face_lookup
13, 11, with_face_lookup
13, 11, with_face_lookup
13, 11, with_face_lookup
13, 2, with_face_lookup
13, 2, with_face_lookup
13, 2, with_face_lookup
13, 2, with_face_lookup
13, 2, with_face_lookup
13, 2, with_face_lookup
13, 26, with_face_lookup
13, 26, with_face_lookup
13, 26, with_face_lookup
13, 26, with_face_lookup
13, 26, with_face_lookup
13, 26, with_face_lookup
13, 146, with_face_lookup
13, 146, with_face_lookup
13, 146, with_face_lookup
13, 146, with_face_lookup
13, 146, with_face_lookup
13, 146, with_face_lookup
13, 21, with_face_lookup
13, 21, with_face_lookup
13, 21, with_face_lookup
13, 21, with_face_lookup
13, 21, with_face_lookup
13, 21, with_face_lookup
13, 103, with_face_lookup
13, 103, with_face_lookup
13, 103, with_face_lookup
13, 103, with_face_lookup
13, 103, with_face_lookup
13, 103, with_face_lookup
13, 147, with_face_lookup
13, 147, with_face_lookup
13, 147, with_face_lookup
13, 147, with_face_lookup
13, 147, with_face_lookup
13, 147, with_face_lookup
13, 83, with_face_lookup
13, 83, with_face_lookup
13, 83, with_face_lookup
13, 83, with_face_lookup
13, 83, with_face_lookup
13, 83, with_face_lookup
13, 22, with_face_lookup
13, 22, with_face_lookup
13, 22, with_face_lookup
13, 22, with_face_lookup
13, 22, with_face_lookup
13, 22, with_face_lookup
14, 40, with_face_lookup
14, 40, with_face_lookup
14, 40, with_face_lookup
14, 40, with_face_lookup
14, 40, with_face_lookup
14, 40, with_face_lookup
14, 102, with_face_lookup
14, 102, with_face_lookup
14, 102, with_face_lookup
14, 102, with_face_lookup
14, 102, with_face_lookup
14, 102, with_face_lookup
14, 12, with_face_lookup
14, 12, with_face_lookup
14, 12, with_face_lookup
14, 12, with_face_lookup
14, 12, with_face_lookup
14, 12, with_face_lookup
14, 22, with_face_lookup
14, 22, with_face_lookup
14, 22, with_face_lookup
14, 22, with_face_lookup
14, 22, with_face_lookup
14, 22, with_face_lookup
14, 167, with_face_lookup
14, 167, with_face_lookup
14, 167, with_face_lookup
14, 167, with_face_lookup
14, 167, with_face_lookup
14, 167, with_face_lookup
14, 2, with_face_lookup
14, 2, with_face_lookup
14, 2, with_face_lookup
14, 2, with_face_lookup
14, 2, with_face_lookup
14, 2, with_face_lookup
14, 103, with_face_lookup
14, 103, with_face_lookup
14, 103, with_face_lookup
14, 103, with_face_lookup
14, 103, with_face_lookup
14, 103, with_face_lookup
14, 26, with_face_lookup
14, 26, with_face_lookup
14, 26, with_face_lookup
14, 26, with_face_lookup
14, 26, with_face_lookup
14, 26, with_face_lookup
14, 146, with_face_lookup
14, 146, with_face_lookup
14, 146, with_face_lookup
14, 146, with_face_lookup
14, 146, with_face_lookup
14, 146, with_face_lookup
14, 11, with_face_lookup
14, 11, with_face_lookup
14, 11, with_face_lookup
14, 11, with_face_lookup
14, 11, with_face_lookup
14, 11, with_face_lookup
14, 10, with_face_lookup
14, 10, with_face_lookup
14, 10, with_face_lookup
14, 10, with_face_lookup
14, 10, with_face_lookup
14, 10, with_face_lookup
14, 145, with_face_lookup
14, 145, with_face_lookup
14, 145, with_face_lookup
14, 145, with_face_lookup
14, 145, with_face_lookup
14, 145, with_face_lookup
14, 24, with_face_lookup
14, 24, with_face_lookup
14, 24, with_face_lookup
14, 24, with_face_lookup
14, 24, with_face_lookup
14, 24, with_face_lookup
14, 83, with_face_lookup
14, 83, with_face_lookup
14, 83, with_face_lookup
14, 83, with_face_lookup
14, 83, with_face_lookup
14, 83, with_face_lookup
14, 20, with_face_lookup
14, 20, with_face_lookup
14, 20, with_face_lookup
14, 20, with_face_lookup
14, 20, with_face_lookup
14, 20, with_face_lookup
14, 25, with_face_lookup
14, 25, with_face_lookup
14, 25, with_face_lookup
14, 25, with_face_lookup
14, 25, with_face_lookup
14, 25, with_face_lookup
14, 21, with_face_lookup
14, 21, with_face_lookup
14, 21, with_face_lookup
14, 21, with_face_lookup
14, 21, with_face_lookup
14, 21, with_face_lookup
14, 147, with_face_lookup
14, 147, with_face_lookup
14, 147, with_face_lookup
14, 147, with_face_lookup
14, 147, with_face_lookup
14, 147, with_face_lookup
15, 25, with_face_lookup
15, 25, with_face_lookup
15, 25, with_face_lookup
15, 25, with_face_lookup
15, 25, with_face_lookup
15, 25, with_face_lookup
15, 12, with_face_lookup
15, 12, with_face_lookup
15, 12, with_face_lookup
15, 12, with_face_lookup
15, 12, with_face_lookup
15, 12, with_face_lookup
15, 11, with_face_lookup
15, 11, with_face_lookup
15, 11, with_face_lookup
15, 11, with_face_lookup
15, 11, with_face_lookup
15, 11, with_face_lookup
15, 146, with_face_lookup
15, 146, with_face_lookup
15, 146, with_face_lookup
15, 146, with_face_lookup
15, 146, with_face_lookup
15, 146, with_face_lookup
15, 22, with_face_lookup
15, 22, with_face_lookup
15, 22, with_face_lookup
15, 22, with_face_lookup
15, 22, with_face_lookup
15, 22, with_face_lookup
15, 102, with_face_lookup
15, 102, with_face_lookup
15, 102, with_face_lookup
15, 102, with_face_lookup
15, 102, with_face_lookup
15, 102, with_face_lookup
15, 83, with_face_lookup
15, 83, with_face_lookup
15, 83, with_face_lookup
15, 83, with_face_lookup
15, 83, with_face_lookup
15, 83, with_face_lookup
15, 103, with_face_lookup
15, 103, with_face_lookup
15, 103, with_face_lookup
15, 103, with_face_lookup
15, 103, with_face_lookup
15, 103, with_face_lookup
15, 10, with_face_lookup
15, 10, with_face_lookup
15, 10, with_face_lookup
15, 10, with_face_lookup
15, 10, with_face_lookup
15, 10, with_face_lookup
15, 167, with_face_lookup
15, 167, with_face_lookup
15, 167, with_face_lookup
15, 167, with_face_lookup
15, 167, with_face_lookup
15, 167, with_face_lookup
15, 147, with_face_lookup
15, 147, with_face_lookup
15, 147, with_face_lookup
15, 147, with_face_lookup
15, 147, with_face_lookup
15, 147, with_face_lookup
15, 20, with_face_lookup
15, 20, with_face_lookup
15, 20, with_face_lookup
15, 20, with_face_lookup
15, 20, with_face_lookup
15, 20, with_face_lookup
15, 24, with_face_lookup
15, 24, with_face_lookup
15, 24, with_face_lookup
15, 24, with_face_lookup
15, 24, with_face_lookup
15, 24, with_face_lookup
15, 2, with_face_lookup
15, 2, with_face_lookup
15, 2, with_face_lookup
15, 2, with_face_lookup
15, 2, with_face_lookup
15, 2, with_face_lookup
15, 145, with_face_lookup
15, 145, with_face_lookup
15, 145, with_face_lookup
15, 145, with_face_lookup
15, 145, with_face_lookup
15, 145, with_face_lookup
15, 26, with_face_lookup
15, 26, with_face_lookup
15, 26, with_face_lookup
15, 26, with_face_lookup
15, 26, with_face_lookup
15, 26, with_face_lookup
15, 40, with_face_lookup
15, 40, with_face_lookup
15, 40, with_face_lookup
15, 40, with_face_lookup
15, 40, with_face_lookup
15, 40, with_face_lookup
15, 21, with_face_lookup
15, 21, with_face_lookup
15, 21, with_face_lookup
15, 21, with_face_lookup
15, 21, with_face_lookup
15, 21, with_face_lookup
16, 145, with_face_lookup
16, 145, with_face_lookup
16, 145, with_face_lookup
16, 145, with_face_lookup
16, 145, with_face_lookup
16, 145, with_face_lookup
16, 40, with_face_lookup
16, 40, with_face_lookup
16, 40, with_face_lookup
16, 40, with_face_lookup
16, 40, with_face_lookup
16, 40, with_face_lookup
16, 167, with_face_lookup
16, 167, with_face_lookup
16, 167, with_face_lookup
16, 167, with_face_lookup
16, 167, with_face_lookup
16, 167, with_face_lookup
16, 103, with_face_lookup
16, 103, with_face_lookup
16, 103, with_face_lookup
16, 103, with_face_lookup
16, 103, with_face_lookup
16, 103, with_face_lookup
16, 10, with_face_lookup
16, 10, with_face_lookup
16, 10, with_face_lookup
16, 10, with_face_lookup
16, 10, with_face_lookup
16, 10, with_face_lookup
16, 102, with_face_lookup
16, 102, with_face_lookup
16, 102, with_face_lookup
16, 102, with_face_lookup
16, 102, with_face_lookup
16, 102, with_face_lookup
16, 12, with_face_lookup
16, 12, with_face_lookup
16, 12, with_face_lookup
16, 12, with_face_lookup
16, 12, with_face_lookup
16, 12, with_face_lookup
16, 24, with_face_lookup
16, 24, with_face_lookup
16, 24, with_face_lookup
16, 24, with_face_lookup
16, 24, with_face_lookup
16, 24, with_face_lookup
16, 146, with_face_lookup
16, 146, with_face_lookup
16, 146, with_face_lookup
16, 146, with_face_lookup
16, 146, with_face_lookup
16, 146, with_face_lookup
16, 26, with_face_lookup
16, 26, with_face_lookup
16, 26, with_face_lookup
16, 26, with_face_lookup
16, 26, with_face_lookup
16, 26, with_face_lookup
16, 22, with_face_lookup
16, 22, with_face_lookup
16, 22, with_face_lookup
16, 22, with_face_lookup
16, 22, with_face_lookup
16, 22, with_face_lookup
16, 11, with_face_lookup
16, 11, with_face_lookup
16, 11, with_face_lookup
16, 11, with_face_lookup
16, 11, with_face_lookup
16, 11, with_face_lookup
16, 83, with_face_lookup
16, 83, with_face_lookup
16, 83, with_face_lookup
16, 83, with_face_lookup
16, 83, with_face_lookup
16, 83, with_face_lookup
16, 20, with_face_lookup
16, 20, with_face_lookup
16, 20, with_face_lookup
16, 20, with_face_lookup
16, 20, with_face_lookup
16, 20, with_face_lookup
16, 2, with_face_lookup
16, 2, with_face_lookup
16, 2, with_face_lookup
16, 2, with_face_lookup
16, 2, with_face_lookup
16, 2, with_face_lookup
16, 147, with_face_lookup
16, 147, with_face_lookup
16, 147, with_face_lookup
16, 147, with_face_lookup
16, 147, with_face_lookup
16, 147, with_face_lookup
16, 25, with_face_lookup
16, 25, with_face_lookup
16, 25, with_face_lookup
16, 25, with_face_lookup
16, 25, with_face_lookup
16, 25, with_face_lookup
16, 21, with_face_lookup
16, 21, with_face_lookup
16, 21, with_face_lookup
16, 21, with_face_lookup
16, 21, with_face_lookup
16, 21, with_face_lookup
17, 167, with_face_lookup
17, 167, with_face_lookup
17, 167, with_face_lookup
17, 167, with_face_lookup
17, 167, with_face_lookup
17, 167, with_face_lookup
17, 83, with_face_lookup
17, 83, with_face_lookup
17, 83, with_face_lookup
17, 83, with_face_lookup
17, 83, with_face_lookup
17, 83, with_face_lookup
17, 12, with_face_lookup
17, 12, with_face_lookup
17, 12, with_face_lookup
17, 12, with_face_lookup
17, 12, with_face_lookup
17, 12, with_face_lookup
17, 21, with_face_lookup
17, 21, with_face_lookup
17, 21, with_face_lookup
17, 21, with_face_lookup
17, 21, with_face_lookup
17, 21, with_face_lookup
17, 25, with_face_lookup
17, 25, with_face_lookup
17, 25, with_face_lookup
17, 25, with_face_lookup
17, 25, with_face_lookup
17, 25, with_face_lookup
17, 24, with_face_lookup
17, 24, with_face_lookup
17, 24, with_face_lookup
17, 24, with_face_lookup
17, 24, with_face_lookup
17, 24, with_face_lookup
17, 103, with_face_lookup
17, 103, with_face_lookup
17, 103, with_face_lookup
17, 103, with_face_lookup
17, 103, with_face_lookup
17, 103, with_face_lookup
17, 2, with_face_lookup
17, 2, with_face_lookup
17, 2, with_face_lookup
17, 2, with_face_lookup
17, 2, with_face_lookup
17, 2, with_face_lookup
17, 22, with_face_lookup
17, 22, with_face_lookup
17, 22, with_face_lookup
17, 22, with_face_lookup
17, 22, with_face_lookup
17, 22, with_face_lookup
17, 145, with_face_lookup
17, 145, with_face_lookup
17, 145, with_face_lookup
17, 145, with_face_lookup
17, 145, with_face_lookup
17, 145, with_face_lookup
17, 20, with_face_lookup
17, 20, with_face_lookup
17, 20, with_face_lookup
17, 20, with_face_lookup
17, 20, with_face_lookup
17, 20, with_face_lookup
17, 102, with_face_lookup
17, 102, with_face_lookup
17, 102, with_face_lookup
17, 102, with_face_lookup
17, 102, with_face_lookup
17, 102, with_face_lookup
17, 146, with_face_lookup
17, 146, with_face_lookup
17, 146, with_face_lookup
17, 146, with_face_lookup
17, 146, with_face_lookup
17, 146, with_face_lookup
17, 40, with_face_lookup
17, 40, with_face_lookup
17, 40, with_face_lookup
17, 40, with_face_lookup
17, 40, with_face_lookup
17, 40, with_face_lookup
17, 11, with_face_lookup
17, 11, with_face_lookup
17, 11, with_face_lookup
17, 11, with_face_lookup
17, 11, with_face_lookup
17, 11, with_face_lookup
17, 26, with_face_lookup
17, 26, with_face_lookup
17, 26, with_face_lookup
17, 26, with_face_lookup
17, 26, with_face_lookup
17, 26, with_face_lookup
17, 147, with_face_lookup
17, 147, with_face_lookup
17, 147, with_face_lookup
17, 147, with_face_lookup
17, 147, with_face_lookup
17, 147, with_face_lookup
17, 10, with_face_lookup
17, 10, with_face_lookup
17, 10, with_face_lookup
17, 10, with_face_lookup
17, 10, with_face_lookup
17, 10, with_face_lookup
18, 22, with_face_lookup
18, 22, with_face_lookup
18, 22, with_face_lookup
18, 22, with_face_lookup
18, 22, with_face_lookup
18, 22, with_face_lookup
18, 40, with_face_lookup
18, 40, with_face_lookup
18, 40, with_face_lookup
18, 40, with_face_lookup
18, 40, with_face_lookup
18, 40, with_face_lookup
18, 20, with_face_lookup
18, 20, with_face_lookup
18, 20, with_face_lookup
18, 20, with_face_lookup
18, 20, with_face_lookup
18, 20, with_face_lookup
18, 145, with_face_lookup
18, 145, with_face_lookup
18, 145, with_face_lookup
18, 145, with_face_lookup
18, 145, with_face_lookup
18, 145, with_face_lookup
18, 146, with_face_lookup
18, 146, with_face_lookup
18, 146, with_face_lookup
18, 146, with_face_lookup
18, 146, with_face_lookup
18, 146, with_face_lookup
18, 21, with_face_lookup
18, 21, with_face_lookup
18, 21, with_face_lookup
18, 21, with_face_lookup
18, 21, with_face_lookup
18, 21, with_face_lookup
18, 103, with_face_lookup
18, 103, with_face_lookup
18, 103, with_face_lookup
18, 103, with_face_lookup
18, 103, with_face_lookup
18, 103, with_face_lookup
18, 26, with_face_lookup
18, 26, with_face_lookup
18, 26, with_face_lookup
18, 26, with_face_lookup
18, 26, with_face_lookup
